,area,Eccentridity,Extent,Contour Perimeter,Solidity,Equivalent Diameter,Perimeter Area Ratio
0,197787.0,0.9783267903922153,0.184031732207856,3479.0360349416733,0.9819289370342605,501.8268922990613,0.017589811438272856
1,101297.0,0.9798620786409425,0.6542465930375251,2491.2102385759354,0.9752896830936758,359.1313773022872,0.02459312949619372
2,86626.5,0.9796152554455522,0.6641914064896032,2291.511754155159,0.9742783716758423,332.10884574488614,0.026452780086407265
3,190481.0,0.9524026623884597,0.5685558732755069,2858.4793519973755,0.9773845044730705,492.47125979157255,0.015006637680384792
4,228035.0,0.9147002179753505,0.6017548489246602,2920.4204775094986,0.9594283021566994,538.835020747244,0.012806895772620425
5,234048.5,0.975798298071882,0.1709643605870021,3693.223978281021,0.98692386026536,545.8935844887241,0.015779737867497638
6,258476.0,0.9632590705035172,0.21184751463809642,3543.6777398586273,0.9828283750076048,573.6740054813064,0.013709890821038035
7,244729.5,0.9736919601718894,0.1811147538557177,3737.5427380800247,0.9686138854861979,558.2107820198961,0.015272138169203241
8,223997.5,0.9424585619777802,0.4108990351102469,3144.902792453766,0.9488042391691093,534.0435140714796,0.014039901304495657
9,288747.0,0.8992953520368419,0.48245112781954885,3083.8561116456985,0.9806749831033463,606.3366217074836,0.010680132128284272
10,326080.0,0.90888989208429,0.30825893447985087,3439.639074444771,0.9742150306010716,644.3430380994597,0.010548451528596573
11,280940.5,0.9611268693087182,0.2169193553119436,3638.145767211914,0.947113893496231,598.0840696069985,0.012949880018053339
12,327096.0,0.9018739079962012,0.41102583048087216,3339.1252241134644,0.9804271849316301,645.3460793440158,0.010208395162623403
13,248687.0,0.9569600830818724,0.22787557911095474,3403.54570043087,0.9596571757128828,562.7060712854922,0.013686061999344036
14,295897.5,0.9513923716046806,0.23293751726971937,3617.7193623781204,0.9523361237435912,613.7983367428368,0.012226258627998279
15,235618.0,0.9761773945785729,0.17201055929822717,3672.094036579132,0.9791001360911707,547.7208733026426,0.015584946975948918
16,209606.5,0.9756818790585868,0.18236166695667305,3490.7832905054092,0.9846274174531071,516.6036049366389,0.016653983967603148
17,278127.5,0.9414337347527902,0.25206590223601405,3384.07261967659,0.9649799979876553,595.0822896695288,0.01216734274631811
18,199110.0,0.9825322028624808,0.1625118449758938,3598.623911380768,0.9406734619155043,503.50245853641894,0.018073546840343367
19,193727.5,0.9770658739479174,0.1874012099543607,3384.5091222524643,0.9663086960425374,496.65029336816184,0.017470463007329698
20,330491.0,0.9248347113160261,0.2599409473591483,3603.476720929146,0.9578616352201258,648.6865270522186,0.010903403484298047
21,359283.5,0.9237694652947558,0.2929181960041286,3597.61172747612,0.9820312553384856,676.3534282982943,0.010013295148472223
22,220163.0,0.9763346954640616,0.1882082504120419,3514.0553702116013,0.9885303130647569,529.4527721029776,0.015961153192005927
23,231180.5,0.9715244027589768,0.1873575654429046,3534.5477962493896,0.9858800852056471,542.5386203503372,0.015289126013004513
24,229768.5,0.9719141243410213,0.18436864340478798,3533.3173434734344,0.985868567162386,540.8792289730502,0.015377727336312133
25,244147.0,0.9636698452814066,0.2172768113001349,3467.687839269638,0.9769787915166066,557.5460654766167,0.014203278513639889
26,303921.5,0.9203089315157067,0.28488144839642493,3357.7050780057907,0.9736221210262193,622.0650064866435,0.01104793533200445
27,205980.5,0.981911599688333,0.14939633813767814,3610.302186489105,0.9575878588679403,512.1157271987663,0.017527397916254718
28,253187.5,0.9755034077530946,0.17817771218937875,3728.076787352562,0.9794184319247373,567.7749001432117,0.01472456889598642
29,259779.5,0.9680761162743882,0.19130354418149792,3664.052398443222,0.9835978365198031,575.1187114948775,0.014104470901065027
30,289314.0,0.9648394631389935,0.20344353537235818,3761.951891541481,0.9843223712413497,606.9316482483912,0.013003006738496862
31,321717.0,0.9350008552130035,0.26441334078506146,3523.109183192253,0.9814579233972452,640.0178174188296,0.010950957466320565
32,335259.5,0.9357967896688268,0.24912872437818043,3627.9102685451508,0.9663522928058156,653.3495642825044,0.010821200498554555
33,310279.5,0.9607294091069246,0.2117873631789179,3763.1894776821136,0.962705495975017,628.5380889975196,0.01212838578662823
34,287577.0,0.9354696413888497,0.23440445827943474,3400.412799358368,0.9756541918148416,605.1069397687519,0.011824355909402935
35,316838.0,0.9451614088451977,0.23169208538818395,3688.2117837667465,0.9748261645437204,635.1461807133846,0.011640686356329564
36,303709.0,0.9538996728885,0.22555641045445635,3674.81480550766,0.9605101906889884,621.8474964908772,0.012099788960839686
37,348331.5,0.9406742421407894,0.2376020528925417,3789.4493621587753,0.9717403403154872,665.9650444857571,0.010878859253782031
38,220164.5,0.9753799772567789,0.16234308728712077,3640.3366767168045,0.9502341440255508,529.454575716222,0.016534621506722493
39,209906.5,0.9821342480257121,0.147677545265741,3674.929602265358,0.9450565035342848,516.9731680628613,0.017507459760728504
40,280613.0,0.9620436335124735,0.20672358300348231,3633.466611981392,0.9645229424492454,597.7353665015717,0.01294831890176646
41,273458.0,0.960405985406317,0.20729078229229836,3581.667622089386,0.961930206257552,590.0657077175288,0.013097688208388074
42,227354.0,0.978401197208632,0.16128789684566577,3670.887955904007,0.9819634604586879,538.0298350962688,0.016146133148763633
43,229080.5,0.9801620489582702,0.15745175868171898,3742.7874524593353,0.9861513791581915,540.0688396192688,0.016338306632207172
44,380033.5,0.9247807478168776,0.25947991153880556,3775.792525291443,0.9651754750213019,695.6102935725653,0.0099354202334569
45,389334.5,0.9107741505872277,0.281714900551079,3747.258474946022,0.9618957029826501,704.0710770438537,0.009624778885369835
46,380353.5,0.9463263961417744,0.2346085616687618,3953.2382541894913,0.9870364267196748,695.903094675132,0.010393589789996651
47,11.5,0.9706776398615014,0.12777777777777777,25.213202953338623,0.8518518518518519,3.826519928662906,2.1924524307250977
48,353209.5,0.9204116843112455,0.27480512468208035,3597.5183548927307,0.9720140679565963,670.6118869928674,0.01018522535462022
49,365360.0,0.9501193105721542,0.23461118602709818,3878.2849353551865,0.9927680855602187,682.0489718960355,0.010614968620963396
50,331539.0,0.9502856176791217,0.2408103349593685,3715.4422295093536,0.9909450531057168,649.7142182698107,0.011206652096764946
51,330578.0,0.9541703205832548,0.2319603073082183,3754.7214518785477,0.9917394545670001,648.7719030749256,0.011358049996910102
52,370306.5,0.9254724881929568,0.2871801851477017,3636.748806834221,0.9935499536503533,686.650478389458,0.009820915395312319
53,454304.5,0.8926667980926963,0.3182835000049042,3759.081841468811,0.9898769039362633,760.5514149294154,0.0082743662928032
54,253435.5,0.9751124695831144,0.18164398465631523,3753.366108894348,0.9841945123502216,568.0529030290475,0.014809946155508397
55,407635.5,0.8912627079330717,0.300291941443751,3690.5721819400787,0.9801298150154064,720.4287879019622,0.009053608387738749
56,414686.0,0.900067061684701,0.29907152716976615,3764.5894190073013,0.9836145675697472,726.6323787501117,0.009078168587816567
57,440017.5,0.8944461294702124,0.3218024167863017,3725.3173434734344,0.986049080881941,748.4969481404079,0.008466293598489685
58,384388.5,0.8710548001341467,0.3335038210061636,3474.901046514511,0.977904895649287,699.5846187141568,0.00904007546145244
59,4.5,0.358194987437572,0.375,8.242640614509583,1.0,2.393653682408596,1.8316979143354628
60,577797.5,0.7187916249825823,0.6900030332559495,3547.4267424345016,0.9681293391541985,857.714769517883,0.00613956748243892
61,635124.0,0.7185592541098291,0.5482731472848944,3697.188280940056,0.975753795478917,899.2580233783714,0.005821207009875325
62,771719.5,0.7468377136743408,0.5094026205485329,4135.185311079025,0.975082760537754,991.2536430416018,0.0053584045901121135
63,807723.5,0.7014277172185271,0.5562834022038567,4139.847217321396,0.9767973540046679,1014.1131600624716,0.005125327190952592
64,750600.0,0.7483760675373179,0.5260280884702716,3974.433005928993,0.9831260159034321,977.5958276702153,0.005295008001504121
65,769408.0,0.6725053124077309,0.582562673672893,3937.95782828331,0.9759218458861149,989.7679988944844,0.005118165951333116
66,130.5,0.7078240727156934,0.6525,49.55634891986847,0.9595588235294118,12.890219570974683,0.37974213731699974
67,693335.5,0.7201600850428791,0.5199732864558881,3858.9111474752426,0.975556751546874,939.5648867261518,0.005565719839060949
68,706243.5,0.6997546431785927,0.5403343715499572,3872.803501367569,0.9863839355859174,948.2706113827254,0.005483666046296453
69,853657.5,0.6969080168729647,0.5623922856781457,4167.9060916900635,0.9825080234860687,1042.5499924031255,0.004882410207477898
70,757705.5,0.7001734486682711,0.5577515642252484,3953.313167333603,0.9811311348576127,982.2120982065578,0.0052174798352837655
71,830232.5,0.7146365272122964,0.5329108683372702,4237.303062319756,0.9725267838526109,1028.1463175659076,0.005103754746194296
72,751451.5,0.7253607163678282,0.5470034795015141,3960.5680035352707,0.9852724063963582,978.1501754590422,0.005270557053296548
73,186.5,0.5793882822744977,0.6216666666666667,56.041630029678345,0.9688311688311688,15.40971041561482,0.30049131383205546
74,808836.5,0.7333313444721035,0.5010912864355853,4304.332501769066,0.9736618772239851,1014.8116165206144,0.005321634844333887
75,808985.0,0.6936619043984324,0.5268578759874698,4124.398517489433,0.9747183023923814,1014.9047704575911,0.005098238555089938
76,94.5,0.35395520942102626,0.7269230769230769,37.899494767189026,0.9792746113989638,10.969099187147178,0.40105285467924895
77,905.0,0.544779190524289,0.6487455197132617,123.39696824550629,0.9741657696447793,33.94527637220416,0.13635024115525557
78,22.5,0.13002184374008444,0.625,18.242640614509583,0.9782608695652174,5.352372348458314,0.810784027311537
79,650702.5,0.7036683851778109,0.5678284984759356,3705.4654029607773,0.9735080265106746,910.2198387521732,0.005694561497705599
80,619522.0,0.7160159624738669,0.5050367371627807,3678.8451347351074,0.97178549636162,888.1440813479632,0.005938199345196954
81,815715.0,0.7303285090319256,0.5269589080387372,4213.805588126183,0.9727731096445514,1019.1175571216714,0.005165781661641851
82,625900.0,0.7399553563747202,0.4906895210857731,3799.5558075904846,0.9607355559648799,892.7041117020457,0.0060705477034518045
83,661352.0,0.7181257480514102,0.5023371691162508,3825.6146849393845,0.9769028572863497,917.6380110859017,0.0057845363512008495
84,889521.5,0.7066002083649293,0.540085913782635,4325.185318112373,0.980194921291534,1064.2245767187203,0.004862372992797109
85,748705.0,0.7125520458435891,0.5244177999674999,4028.6685044765472,0.9832383086102708,976.3610056433737,0.005380848938469153
86,838373.0,0.7190847277866748,0.5221510275819717,4242.0309871435165,0.9736375429260934,1033.1745529378145,0.005059837312441498
87,2.5,0.8394781812299541,0.20833333333333334,8.242640614509583,0.8333333333333334,1.7841241161527712,3.297056245803833
88,811689.0,0.7094106517972184,0.5642865783205903,4029.8400826454163,0.987097750999181,1016.5994947994709,0.0049647587717037145
89,718031.0,0.7307403979345757,0.5227366045428072,3949.3304119110107,0.9830015161938401,956.1513810823752,0.005500222708923446
90,501281.5,0.772015537061858,0.5417151162790698,3408.0440559387207,0.9740562692248651,798.9063955459109,0.0067986631382540965
91,751038.5,0.7230743977881167,0.5226848198117318,3999.1954181194305,0.9820590538980254,977.8813413797093,0.005324887363456641
92,579873.5,0.7033247106679236,0.5563424401513581,3492.4115846157074,0.981573704336286,859.2542529100367,0.006022712858262547
93,743763.0,0.7358750100176603,0.52971516600538,4029.6146820783615,0.985570179652224,973.133322577569,0.005417874621456514
94,460034.5,0.7602484062804984,0.4426473135247479,3346.5192263126373,0.9634553199688366,765.332684093962,0.007274496209116137
95,708081.0,0.7060104246413731,0.5312732593037215,3945.4725471735,0.9804561230303983,949.5034123559634,0.005572063855933855
96,615301.0,0.7354481076601184,0.5229429922523313,3712.0999672412872,0.9656726150726608,885.1133063710489,0.006032982178220557
97,820019.5,0.7191092179570973,0.5240561621467897,4162.048233509064,0.9875868107304777,1021.8029432595876,0.005075547878445651
98,747372.0,0.7523630594233072,0.5039636193954368,4055.805590391159,0.9770903345620415,975.4914582034064,0.005426756140705243
99,792422.5,0.6628046363409662,0.5627980724500268,4045.087770819664,0.9814691646106437,1004.4618773940101,0.0051047108970526
100,686532.5,0.6822423386469798,0.5560705613252401,3807.7151901721954,0.9677377294127597,934.9440238569864,0.005546299978766039
101,799370.0,0.7322124194593171,0.5058615441569659,4258.315258979797,0.973316798259312,1008.8555371682048,0.005327089156435439
102,776729.0,0.7076557821424743,0.5503630333103522,4058.006602883339,0.9745701518137156,994.4657250718087,0.005224481901516924
103,509847.5,0.7505283154429401,0.5261453792682121,3472.529332280159,0.9636755751414522,805.7034186252165,0.006810917641608832
104,432918.0,0.72952591649744,0.655810169861254,3140.9931948184967,0.960535161580191,742.4340490761838,0.007255399855904575
105,457445.5,0.7145268674661281,0.5339747630387076,3154.9902304410934,0.9811131974910536,763.1760610508882,0.006896975116032606
