,area,Eccentridity,Extent,Contour Perimeter,Solidity,Equivalent Diameter,Perimeter Area Ratio,Label
0,4.5,0.358194987437572,0.375,8.242640614509583,1.0,2.393653682408596,1.8316979143354628,1060.jpg
1,577797.5,0.7187916249825823,0.6900030332559495,3547.4267424345016,0.9681293391541985,857.714769517883,0.00613956748243892,1061.jpg
2,635124.0,0.7185592541098291,0.5482731472848944,3697.188280940056,0.975753795478917,899.2580233783714,0.005821207009875325,1062.jpg
3,771719.5,0.7468377136743408,0.5094026205485329,4135.185311079025,0.975082760537754,991.2536430416018,0.0053584045901121135,1063.jpg
4,807723.5,0.7014277172185271,0.5562834022038567,4139.847217321396,0.9767973540046679,1014.1131600624716,0.005125327190952592,1064.jpg
5,750600.0,0.7483760675373179,0.5260280884702716,3974.433005928993,0.9831260159034321,977.5958276702153,0.005295008001504121,1065.jpg
6,769408.0,0.6725053124077309,0.582562673672893,3937.95782828331,0.9759218458861149,989.7679988944844,0.005118165951333116,1066.jpg
7,130.5,0.7078240727156934,0.6525,49.55634891986847,0.9595588235294118,12.890219570974683,0.37974213731699974,1067.jpg
8,693335.5,0.7201600850428791,0.5199732864558881,3858.9111474752426,0.975556751546874,939.5648867261518,0.005565719839060949,1068.jpg
9,706243.5,0.6997546431785927,0.5403343715499572,3872.803501367569,0.9863839355859174,948.2706113827254,0.005483666046296453,1069.jpg
10,853657.5,0.6969080168729647,0.5623922856781457,4167.9060916900635,0.9825080234860687,1042.5499924031255,0.004882410207477898,1070.jpg
11,757705.5,0.7001734486682711,0.5577515642252484,3953.313167333603,0.9811311348576127,982.2120982065578,0.0052174798352837655,1071.jpg
12,830232.5,0.7146365272122964,0.5329108683372702,4237.303062319756,0.9725267838526109,1028.1463175659076,0.005103754746194296,1072.jpg
13,751451.5,0.7253607163678282,0.5470034795015141,3960.5680035352707,0.9852724063963582,978.1501754590422,0.005270557053296548,1073.jpg
14,186.5,0.5793882822744977,0.6216666666666667,56.041630029678345,0.9688311688311688,15.40971041561482,0.30049131383205546,1074.jpg
15,808836.5,0.7333313444721035,0.5010912864355853,4304.332501769066,0.9736618772239851,1014.8116165206144,0.005321634844333887,1075.jpg
16,808985.0,0.6936619043984324,0.5268578759874698,4124.398517489433,0.9747183023923814,1014.9047704575911,0.005098238555089938,1076.jpg
17,94.5,0.35395520942102626,0.7269230769230769,37.899494767189026,0.9792746113989638,10.969099187147178,0.40105285467924895,1077.jpg
18,905.0,0.544779190524289,0.6487455197132617,123.39696824550629,0.9741657696447793,33.94527637220416,0.13635024115525557,1078.jpg
19,22.5,0.13002184374008444,0.625,18.242640614509583,0.9782608695652174,5.352372348458314,0.810784027311537,1079.jpg
20,650702.5,0.7036683851778109,0.5678284984759356,3705.4654029607773,0.9735080265106746,910.2198387521732,0.005694561497705599,1080.jpg
